QID,Wikipedia_Title
Q378810,Sanath Jayasuriya
Q58441,Robinho
Q1024337,Comunicaciones F.C.
Q16196407,Simon Cope
Q1092611,Mark Bowen (footballer)
Q748382,Nano Rivas
Q183075,Charles Drennan
Q1181758,Deccan Chargers
Q7454612,Serhii Svystun
Q80482341,Müge Çevik
Q180420,Ross County F.C.
Q31102569,Stephanie Stebich
Q19664094,Nic Moore
Q20567991,Leanid Lahun
Q15574,University of Adelaide
Q609884,First Lord of the Treasury
Q1960262,Ignacio Fernández Toxo
Q215302,Odds BK
Q313539,Beji Caid Essebsi
Q837,Nepal
Q1392344,Francisco Sosa Wagner
Q11669,Mark Sanford
Q64378229,Naasón Joaquín García
Q62196,Peter Harry Carstensen
Q56877882,Zena Kamash
Q225430,TVNorge
Q408,Australia
Q5373253,Emmanuel Issoze-Ngondet
Q20801604,Chief brand officer
Q560603,Klodian Duro
Q71133609,Bin Ukishima
Q377638,Niall Ferguson
Q79983,José Mourinho
Q169898,Scuderia Ferrari
Q214341,University of Amsterdam
Q164038,Pep Guardiola
Q636159,Bavarian Radio Symphony Orchestra
Q15731273,Santi Vila
Q7894395,Mackenzie Presbyterian University
Q2649103,Alliance for a Green Revolution in Africa
Q12813535,Alexander Zorniger
Q10752171,United States Office of Government Ethics
Q891263,Bolat Raimbekov
Q13218630,United States Representative
Q1363505,Philippe Moureaux
Q1548931,Ministry of Foreign Affairs (Lithuania)
Q260559,Örebro SK
Q18042964,The Alternative (Denmark)
Q31533,NK Celje
Q1094046,"City, University of London"
Q724599,Jean-Paul Costa
Q856027,Social Democratic Party (Faroe Islands)
Q338433,Friedrich Naumann Foundation
Q30078407,Valentin Suciu
Q6773616,Marshall Senior High School (Minnesota)
Q50678,John Mahama
Q2157105,Robert Finn (bishop)
Q3196458,Kieran Foran
Q1352049,Niall McGinn
Q3497963,Stefano De Luca
Q16180333,Hong Jong-hak
Q3590410,Sweden men's national under-17 football team
Q552751,Kyriakos Mitsotakis
Q67940463,Javi Rozada
Q57915817,Henrietta Harrison
Q121403,Luke Wilkshire
Q1434560,Nordic Regional Airlines
Q326342,Concordia University
Q7907607,VTB Capital
Q4930297,Bluefield Blue Jays
Q10218,Rahul Gandhi
Q464412,Goce Sedloski
Q8082877,Štefan Zaťko
Q14834367,Kristaps Porziņģis
Q12583545,Governor of Gyeonggi Province
Q15051198,Peter Mathieson (nephrologist)
Q7962843,Wallace Loh
Q1549389,VTB Bank
Q126001,Viktor Skrypnyk
Q484449,Cube Entertainment
Q76846862,Paramount Global
Q6047488,Néstor Reverol
Q440999,Ricardo Gomes
Q1027459,Igor Jovićević
Q1749669,TTH Holstebro
Q7353604,Robyn Lambley
Q13744,Batangas
Q2897549,Bernard Blaquart
Q7893547,United States women's national under-17 soccer team
Q915603,Te Papa
Q561460,Anna Kraft
Q6317024,Justice Minister (Denmark)
Q1927401,Michael Feichtenbeiner
Q15840154,Peter Schubert (football manager)
Q19006298,Rudolf Staechelin
Q3040284,Jussi Halla-aho
Q976396,Los Angeles Clippers
Q172211,Jamie Carragher
Q21282075,Katarzyna Lubnauer
Q24452251,Brock Turner
Q939539,Miroslav Kalousek
Q1357780,Frédéric Amorison
Q5704340,Helga Hernes
Q845537,Swedish People's Party of Finland
Q7666506,Sør-Trøndelag County Municipality
Q74746,Elvira Nabiullina
Q45805429,Muireann Irish
Q496739,Brendan O'Brien (bishop)
Q121194,National Security Agency
Q6500838,Minister of Defense (Japan)
Q893221,Booz Allen Hamilton
Q50307209,Nada al-Nashif
Q48760874,Priorité Monaco
Q184218,Ryan Babel
Q973542,Union Party for the People
Q30325871,Gonzaga Bulldogs women's basketball
Q4175411,Konstantin Yemelyanov
Q20385886,Ahmed Obaid Bin Dagher
Q4251102,Stuart Campbell (footballer)
Q600,Ichiro Suzuki
Q3120008,Guillaume Larrivé
Q29468,Republican Party (United States)
Q15925771,Clément Bénech
Q289642,Societe Generale bank Montenegro
Q16186120,Medium (website)
Q153539,SpVgg Greuther Fürth
Q19799931,Lev Binzumovich Leviev
Q3369337,Patrick Chêne
Q158618,Carlton Cole
Q1190881,Reckitt
Q25999495,Kate Calder
Q1054342,Xu Deshuai
Q529638,Paolo Scaroni
Q5950653,Hutchinson Community College
Q42007,Szombathely
Q2789379,Lehigh Valley IronPigs
Q350508,Adam Nawałka
Q725107,Koos Moerenhout
Q7278026,RVVH
Q23304431,Thein Tut
Q187009,Likud
Q3341847,Nikos Michos
Q12276391,Georgi Dermendzhiev
Q6473472,Lahser High School
Q2073915,Al Mokawloon Al Arab SC
Q1384539,Kevin Hulsmans
Q631066,Clemson University
Q7921229,Verenigde Nederlandse Uitgeverijen
Q659080,University of Bern
Q57838,Wu Den-yih
Q24572145,Anne Marie Waters
Q561081,DJ Campbell
Q15246541,Hungarian Liberal Party
Q209640,MŠK Žilina
Q962333,Jiří Pospíšil
Q4413,Alpha Condé
Q186262,Albania national football team
Q2713129,Social Democratic Party of Montenegro
Q20109602,Cristiano Fumagalli
Q7814901,Tom Bates
Q247577,Hiroshima Toyo Carp
Q10495404,Minister of Economic Affairs (Finland)
Q767010,Party of the Democratic Revolution
Q1395049,Christian Democratic Party (Chile)
Q464103,Speaker of the House of Commons (United Kingdom)
Q16125875,Abu Dhabi Department of Culture and Tourism
Q3867185,Shuli Mualem
Q77481287,Deborah Terry
Q1350021,University of Wollongong
Q18111,Li Keqiang
Q5183537,Creative Programs
Q469482,American University of Beirut
Q216082,Australian Labor Party
Q3708975,White House Communications Director
Q332605,Atlético Nacional
Q1472820,Popular Force
Q1973878,Ned Lamont
Q192187,Communist Party of the Russian Federation
Q3084263,François Ciccolini
Q18289,Eastwood Town F.C.
Q48945,Northampton Town F.C.
Q1041,Senegal
Q1893,Bologna FC 1909
Q171420,HRT Formula 1 Team
Q676899,Italy national football team
Q48772448,IFM Investors
Q62606907,Stéphanie Atger
Q124138,Gianni Infantino
Q2871572,Augustin Eduard
Q200770,Robert Green
Q1140533,South China AA
Q60480659,Bernadette Collins
Q4374079,"Embassy of Ukraine, Moscow"
Q20676488,Douglas R. Lowy
Q1069071,Thespa Gunma
Q88144183,Guillermo Oliver
Q3007571,Ravichandran Ashwin
Q2998914,County executive
Q66372258,Matthew Manotoc
Q19451,Bolton Wanderers F.C.
Q7248786,Progressive Party of Maldives
Q4858229,Barak Bakhar
Q17315717,Sorin Moisă
Q5052813,Catherine Mayer
Q7421631,Sara Ganim
Q964839,Peter Gerhardsson
Q461014,Asset Issekeshev
Q47068637,Lisa Lodwick
Q459830,Steven Gerrard
Q357832,John B. Larson
Q830323,Social Democratic Party of Croatia
Q21294609,Sébastien Chenu
Q5244614,Muhammad V of Kelantan
Q16744692,Floros Nicolaou
Q1612696,Stephen Robson
Q635616,European People's Party Group
Q10387985,Paul Hegarty (Irish footballer)
Q4708496,Alaska Attorney General
Q17308889,Christodoulos I. Stefanadis
Q218014,President of Latvia
Q1826617,Linha de Sines
Q741082,Macquarie University
Q581008,Galderma
Q16146788,Jim Banks
Q7674419,Tadcaster Albion A.F.C.
Q22277745,Ola Al-Fares
Q1344632,Prime Minister of Luxembourg
Q664521,Robin Dutt
Q4498120,Andrey Khlebasolaw
Q19879511,Laura Ebke
Q334843,Ümit Karan
Q540435,Tricia Marwick
Q8029049,Wofford College
Q630350,"James Forrest (footballer, born 1991)"
Q15725297,The Intercept
Q2390270,Treasurer of Australia
Q1340365,Westgate Las Vegas
Q87105142,Michela Taufer
Q21578717,Beatrice Brignone
Q1343350,Rocky Anderson
Q61951487,Carmine Di Sibio
Q241563,Sari Essayah
Q16858470,FC Tulsa
Q2961991,Chief of Staff of the French Air and Space Force
Q1056948,Al-Duhail SC
Q767400,Diósgyőri VTK
Q4533778,Andriy Yudin
Q762294,Central Coast Mariners FC
Q460520,Marta Andreasen
Q2277878,Pedro Pierluisi
Q43402216,Romulus Ciobanu
Q4715999,Aleksey Shpilevsky
Q531285,University of Newcastle (Australia)
Q1525924,Roy Blunt
Q3157793,Jacqueline Rose
Q4361729,Aleksei Petrushin
Q4661894,Aaron Callaghan
Q697397,Peter Stöger
Q42532150,Philip Kantoff
Q567642,Robert Snodgrass
Q5304891,Dragan Radojičić
Q60552203,Markéta Gregorová
Q466044,Brendan Smith (politician)
Q6769202,Mark Pedowitz
Q2627900,Shane Duffy
Q7610733,Stephen A. Urban
Q29516,Theo Walcott
Q385518,SK Sigma Olomouc
Q8294022,Xu Dazhe
Q19655061,Mayor of Greater Manchester
Q218380,Cesare Prandelli
Q2547336,Vladimir Maminov
Q60617247,Aleksandra Dulkiewicz
Q318492,Panagiotis Pikrammenos
Q16214588,Krunoslav Rendulić
Q33,Finland
Q27959212,Valérie Plante
Q932031,Oude IJsselstreek
Q7405883,Salt Lake Community College
Q3374478,Vibeke Storm Rasmussen
Q5372358,Emily Short
Q971213,IL Sandviken
Q28112709,Lin Foxhall
Q1720,Mainz
Q58494546,Adam Shoemaker
Q337377,Los Angeles Rams
Q3246328,Valdeir Vieira
Q60837780,Janusz Janke
Q6781143,Marybeth Peters
Q4109060,Supreme Commander-in-Chief of the Russian Armed Forces
Q981841,John Ralston Saul
Q12772632,NOVA (Slovakia)
Q4682815,Adil Rashid
Q11257214,Johan Lundström
Q803976,Birkirkara F.C.
Q56113624,Gene Klein (soccer)
Q3663051,Meir Cohen (politician)
Q687246,Prince of Girona
Q6508534,Leader of the Opposition (British Columbia)
Q1584552,Bromley F.C.
Q6865756,"Minister for Children, Equality, Disability, Integration and Youth"
Q27922677,Philip Lowe
Q4881625,Bekir Coşkun
Q4445713,Bakhyt Sultanov
Q8273181,Chiu Ching-chun
Q7000322,Óskar Hrafn Þorvaldsson
Q16980395,Hornbeck Offshore Services
Q208700,Aiden McGeady
Q459618,Shelley Moore Capito
Q42398945,Christina Pagel
Q307977,Abdelkader Taleb Omar
Q503473,University of Geneva
Q223,Greenland
Q5099624,China Media Group Headquarters
Q1382062,Karel Jarolím
Q1748836,Pat Fenlon
Q1085,Prague
Q3251819,"Minister of Fisheries, Oceans and the Canadian Coast Guard"
Q7613970,Steve Smith (cricketer)
Q144739,Zak Dempster
Q7825,World Trade Organization
Q5101627,Chipola College
Q55616819,Western Australian Liberal Party
Q933813,Patrice Garande
Q47544871,Shahruddin Md Salleh
Q179075,FC Dynamo Kyiv
Q7592103,St. Vincent Pallotti High School
Q135682,Intermarché–Wanty
Q878256,President of Yemen
Q259002,"Gonzalo García (footballer, born 1983)"
Q186068,Fox News
Q756110,FC Belshina Bobruisk
Q66678963,Evgeny Konnov
Q201860,Clint Dempsey
Q2207550,SPD North Rhine-Westphalia
Q57709,Freundel Stuart
Q317618,Sam Brownback
Q461595,Atlanta Braves
Q2311040,Paco Jémez
Q219714,Philadelphia Eagles
Q1630286,National Destourian Initiative
Q488949,Ministry of Employment and Labor
Q7889756,United States Deputy Secretary of the Interior
Q10665,Kim Jong Il
Q20004312,Jordi Graupera
Q13846,Marinduque
Q713954,Jon Stanhope
Q1031803,University of Rome Tor Vergata
Q390793,Jeff Hendrick
Q21723343,Islamic Military Counter Terrorism Coalition
Q6789159,Matt Ouimet
Q3036086,Don Beyer
Q820948,Jos Luhukay
Q183231,Bank of England
Q2195773,Royal Excel Mouscron
Q12289150,Ognyan Gerdzhikov
Q5386619,Eric Grimson
Q2877626,NBC News
Q1109835,Bernadett Szél
Q93117144,Natalie Dean
Q58035098,Sunil Singh (politician)
Q7817086,Tom O'Halleran
Q4401974,Aleksandr Rymanov
Q170972,Socialist Party (France)
Q20027181,Nicola Giorgino
Q643105,Simo Valakari
Q7287916,Ralph Northam
Q18704853,Kirill Alshevsky
Q49167,Wesleyan University
Q313243,Chiranjeevi
Q7858328,Twin Valley High School (Pennsylvania)
Q5229656,Dave Rennie
Q152087,Humboldt University of Berlin
Q1789919,Cristovam Buarque
Q878942,Governor of Virginia
Q15649515,Sydney FC (W-League)
Q1460141,Czech University of Life Sciences Prague
Q3339055,New York Fury
Q1894195,Robert Mood
Q3759228,Geir Bakke
Q6289858,Joshua Greenberg
Q1783579,United States Cyber Command
Q6428317,Komi Sélom Klassou
Q381670,Chuck Hagel
Q808173,Barham Salih
Q327769,Suriname national football team
Q6627746,Thessaloniki (municipality)
Q980395,Gardermoen Line
Q15391948,Johanna Uekermann
Q826589,Senators for life in Italy
Q4908077,Bill Becher
Q29453265,Dan Brouillette
Q19276353,Estonian Free Party
Q463271,American Academy in Rome
Q4684985,Adrian Dix
Q9287183,White House Office
Q1629978,Horst Steffen
Q21197,Chișinău
Q188544,"Dida (footballer, born 1973)"
Q650855,Detroit Tigers
Q5235801,David K. Levine
Q1278130,Eastern Sports Club
Q2343411,David Rath
Q7145621,Patricia Harris
Q577384,Hansi Flick
Q3703887,DeMarco Murray
Q484024,Song Young-gil
Q41699512,Mark Patterson (New Zealand politician)
Q639082,Bedford Blues
Q18704985,Clive Baldock
Q3240885,Lille Métropole BC
Q2083765,Jeroen van den Brink
Q16205461,Elke U. Weber
Q268776,St Johnstone F.C.
Q4890103,Benoit Dorais
Q2882091,José Luis Palomino
Q707984,Christian Jacob (politician)
Q18305,Stocksbridge Park Steels F.C.
Q41449140,Christophe Robino
Q30961740,Mariana Betsa
Q2469378,Hassan Maatouk
Q160826,Sweden men's national football team
Q126301,Al-Salmiya SC
Q42316397,Kenneth Braithwaite
Q841045,Ulster Unionist Party
Q1922067,President of Turkey
Q29866532,Nuno Manta Santos
Q117262,Austro Control
Q2821345,Abdourahmane N'Diaye (basketball)
Q519427,University of Denver
Q916113,Darren Cahill
Q2660943,Minister for Foreign Affairs (Australia)
Q654291,Teachta Dála
Q3737980,Fabrizio Cicchitto
Q5305890,Drassi
Q2920825,Nathalie Appéré
Q4377230,Prime Minister of Greece
Q7407186,Sam Billings
Q459090,Club América
Q22100240,Chao Cheng-yu
Q6039665,Institute for Strategic Dialogue
Q158085,Max Planck Society
Q586787,Hokkaido Consadole Sapporo
Q953174,Democratic Left Alliance (Poland)
Q586555,Antoine Kombouaré
Q161913,Ryder Hesjedal
Q2304830,VB Addu FC
Q11929086,Natxo González
Q1630834,Persib Bandung
Q2503364,Pietro Grasso
Q714198,Dwight Tiendalli
Q12351697,Minister of Education and Children's Affairs (Iceland)
Q389245,Randsfjorden Line
Q1024341,C.S.D. Municipal
Q1603114,Helly Hansen
Q715641,State Duma
Q1978,Prince Edward Island
Q3241966,Lionel Zinsou
Q59601214,Manon Aubry
Q446804,Rini Coolen
Q2129100,Maccabi Haifa F.C.
Q56641613,Ashley Hoffman
Q995224,Intourist
Q19490,Nottingham Forest F.C.
Q901930,Wong He
Q370268,Caron Butler
Q73699868,James Mueller (Indiana politician)
Q64009897,Oscar Mabuyane
Q169107,Zdeněk Ščasný
Q109943,Robert Habeck
Q20682633,Social Democrats (Ireland)
Q11996960,Ragnhild Hennum
Q148699,Kevin Nolan
Q57911438,Erich Pascal Malkemper
Q6376887,Kathleen Rice
Q913202,Bingoal WB
Q851164,Corvinus University of Budapest
Q671981,Arkady Andreasyan
Q3126873,Erasmus MC
Q1813984,Glenn Stevens
Q49711,Maccabi Petah Tikva F.C.
Q48954,York City F.C.
Q15935956,Galina Timchenko
Q2510441,Feliciano Belmonte Jr.
Q707631,General Secretary of the Workers' Party of Korea
Q727798,Sajid Javid
Q32320708,Carola-Bibiane Schönlieb
Q96359279,Rhea Boyd
Q949482,Paul Stastny
Q3251807,Minister of Veterans Affairs (Canada)
Q96107217,Sarafina Nance
Q179151,Nunzio Galantino
Q1341845,European Bioinformatics Institute
Q5289168,Dolkun Isa
Q2829334,Al Faisaly FC
Q36091,Minneapolis
Q1509790,Gerald Baumgartner
Q1480985,Atlético Morelia
Q1321565,England cricket team
Q733600,British & Irish Lions
Q7466263,President of Uzbekistan
Q4362757,Roman Pylypchuk
Q312619,Franky Van der Elst
Q3041132,Ernest Benach
Q1089889,Churchill Brothers FC Goa
Q9396,Deutsche Telekom
Q422404,Government of Canada
Q21449293,Faith and Hope League
Q20873859,Viktor Borel
Q5111731,Christoph Steinbeck
Q1665121,Grenoble Institute of Technology
Q2068784,Penelope Maddy
Q15050564,Ensemble Montréal
Q1819556,Leopold Mozart Centre
Q81888,AFC Ajax
Q52733438,Martin Horn (politician)
Q64096,Markus Meckel
Q1811026,Netherlands national under-21 football team
Q467414,Mary Lou McDonald
Q955609,University of Ferrara
Q152905,Jean-Claude Trichet
Q1993239,Colombia First
Q15743807,Irene Rigau
Q2923181,Juan Ramón López Muñiz
Q13477,Al Jazeera Arabic
Q1143793,India national cricket team
Q9126015,Kang Young-joong
Q690590,Attila Supka
Q5378067,England women's national under-19 football team
Q871069,David Wagner (soccer)
Q106915,Södermanland County
Q142740,MIT Sloan School of Management
Q178848,University of Notre Dame
Q1416331,"Cardinal Stefan Wyszyński University, Warsaw"
Q2096062,Turnberry (golf course)
Q953632,Serbia national under-19 football team
Q5486769,Ryszard Grobelny
Q159630,Chemnitz University of Technology
Q2479641,Colwyn Bay F.C.
Q17030351,David Gallego
Q22582658,Citizens' Party (Finland)
Q12173442,Oleksandr Yakymenko (public servant)
Q1558936,Gérald Tremblay
Q9354,Gianfranco Zola
Q1241696,Tivadar Puskás (politician)
Q7444345,Secretary of State for Energy and Climate Change
Q38712878,Jake Fromm
Q982461,Vyacheslav Volodin
Q24190182,Attorney-General of Tasmania
Q44300,NK Rudar Velenje
Q465290,Renhō
Q915748,Sintra Line
Q685589,Hansjörg Wirz
Q1354079,Ottavio Cinquanta
Q166196,Poland national football team
Q446756,Joëlle Milquet
Q1061627,FC Emmen
Q20055544,Roland Rudd
Q6865933,"Minister of State for Policing, Fire and Crime Prevention"
Q7450649,Senior advisor
Q11703,United States Virgin Islands
Q5414497,Thomas Rongen
Q5575977,Per Bill
Q16867895,Verily
Q774470,People's Union of Estonia
Q1227819,Dirk Demol
Q6797057,Mayer Brown
Q5936142,Hulman & Company
Q55707847,Yang Wen-ke
Q17350230,Keiko Torii
Q20978289,Julio Guzmán
Q7172727,Peter Bazalgette
Q291644,Erna Solberg
Q20971243,Ashok-Alexander Sridharan
Q300980,Aalto University
Q520167,Stephen Kenny (football manager)
Q6194498,Jim Curtin
Q749687,Brandon Lewis
Q43165333,Permanent Representative of Spain to the European Union
Q366816,Eusebio (Spanish footballer)
Q92648,Brendan Eich
Q220539,Zoran Milinković (footballer)
Q221150,Minnesota Vikings
Q276612,Ministry of Unification
Q839078,Prime Minister of Canada
Q6065586,Neil Redfearn
Q3015132,Danièle Giazzi
Q15961989,Act to Stop the Decline
Q6055866,Pablo Casado
Q15066166,Valery Falkov
Q3644047,South Africa national under-20 rugby union team
Q6799370,Małgorzata Kidawa-Błońska
Q1473374,Leinster Rugby
Q4804796,Asheboro High School
Q6061837,Ioan Oltean
Q2339,Robin van Persie
Q2868020,Progressive Conservative Association of Nova Scotia
Q6026215,Indonesian Ulema Council
Q3629480,Arun Jaitley
Q855669,American Popular Revolutionary Alliance
Q5278068,Dinesh Chandimal
Q54657365,Adrie Poldervaart
Q2578077,Worawi Makudi
Q812779,Al Ahed FC
Q4298520,Mikhail Mishustin
Q1583347,Hans van Baalen
Q251077,Nationalist Movement Party
Q17082168,Lightlife
Q540812,Frances Fitzgerald (politician)
Q2341153,Pavel Kucherov
Q338557,Dundalk F.C.
Q213624,Ministry of Foreign Affairs (Poland)
Q41179909,Melissa Little
Q31,Belgium
Q447286,Jamal Crawford
Q2201035,Sky News Arabia
Q1388570,Sergen Yalçın
Q237693,Marina Silva
Q294721,AMC Theatres
Q385222,Hungary national under-21 football team
Q2366846,Pauwels Sauzen–Bingoal
Q11852228,Antti Rinne
Q19831099,Victor Banks
Q4746834,Amit Bhatia
Q7922481,Veronica van Heyningen
Q1157920,Dalian Professional F.C.
Q493517,Senedd
Q841014,Lotto (cycling team)
Q2333371,Chairman of the Cabinet of Ministers of Kyrgyzstan
Q2413375,Open University
Q218282,San Lorenzo de Almagro
Q192071,FC Nantes
Q3956796,Mark Meadows
Q5534283,Geoff Ralston
Q16059622,Podemos (Spanish political party)
Q907112,Transnistria
Q6147586,Jamie Vardy
Q87819924,Platform Party
Q362506,Adi Hütter
Q87010968,Kathleen Doyle
Q53560898,Cameron Krutwig
Q16873213,Pascal Nyabenda
Q18394009,Renato Sanches
Q1353070,Marcelo Díaz
Q5531615,Geneive Abdo
Q2298325,Boston Dynamics
Q1619384,Hines (company)
Q16630669,Pavel Vlasov
Q7965397,Walter L. Buenger
Q13414872,Muriel Casals i Couturier
Q1869042,London Organising Committee of the Olympic and Paralympic Games
Q4755548,Andreas Michaelides
Q6865995,Minister for the Cabinet Office
Q754,Trinidad and Tobago
Q938498,David Cicilline
Q10543612,Kari Turunen
Q529207,Ronaldo (Brazilian footballer)
Q23810819,Sooronbay Jeenbekov
Q5161554,UConn Huskies women's basketball
Q59157044,Hanna Pickard
Q643107,Denizlispor
Q2681117,Karim Belhocine
Q6865747,"Minister for Tourism, Culture, Arts, Gaeltacht, Sport and Media"
Q588085,Liverpool F.C. Women
Q3470563,Sam Tomkins
Q5995,Cabinet Office
Q1388954,Mehmet Özdilek
Q221349,Harry Redknapp
Q1149835,Harlequin F.C.
Q3916584,Rabobank Development Team
Q25201554,Christophe Pélissier (football manager)
Q164089,Mexico national football team
Q2926429,Bruce Hyer
Q1192305,Smithsonian American Art Museum
Q191551,EasyJet
Q3339045,New York City Department of Cultural Affairs
Q42259949,Marino Pušić
Q17417622,Anastase Murekezi
Q328656,"Anthony Grant (footballer, born 1987)"
Q1281364,Eckart Ratz
Q575027,Mark Reckless
Q6865902,"Minister for Enterprise, Trade and Employment"
Q556098,Pace University
Q1110215,Dorin Chirtoacă
Q2412322,Prime Minister of the Nagorno-Karabakh Republic
Q779,Connecticut
Q458328,Wanja Lundby-Wedin
Q1228264,FC Feronikeli 74
Q6828749,Michael Boulding
Q57388,Joyce Banda
Q3943803,SOGIN
Q1714408,Niko Paech
Q59751856,Larry Gladney
Q19495,Peterborough United F.C.
Q2402747,Brazil national under-17 football team
Q221525,FC Metz
Q48815868,Rod Phillips (politician)
Q204357,LA Galaxy
Q16080678,Kim Hyun-mee (politician)
Q1157621,Mercedes-Benz Mobility
Q2113908,Providence Equity
Q2029325,Gustav Fridolin
Q14915577,Martin Hamilton-Smith
Q461391,Gavin Newsom
Q220581,Zoran Vulić
Q291723,Fylkir
Q205246,Filipe Morais
Q9898,Amstelveen
Q1277549,France national under-21 football team
Q64627309,Eduardo de Castro
Q5341246,Educational Media Foundation
Q190238,NRK
Q57687,Zoran Milanović
Q18205431,Beacon Capital Partners
Q265367,Bogdan Andone
Q206692,FC Zürich
Q821293,Rio Tinto (corporation)
Q42947998,Georgina Long
Q737127,TsNIIMash
Q57282,Jacob Zuma
Q49210,New York University
Q192635,Ronald Koeman
Q128922,Leonid Chernovetskyi
Q503143,Alexander Stubb
Q41514152,Classy (company)
Q470772,Rahul Dravid
Q42559896,Christine Lane
Q23905731,Pak Sarzameen Party
Q102846,Sascha Vogt
Q2336111,President of the Palestinian National Authority
Q271491,Greta Van Susteren
Q1370342,Estonian Academy of Music and Theatre
Q2423473,Thomas Dowd (bishop)
Q113916,Stephen Ireland
Q24993364,Minister of State at the Department of Energy and Climate Change
Q863,Tajikistan
Q2038789,Yegishe Melikyan
Q112109,Thomas Strobl
Q29315,Marina Weisband
Q1403103,Nafarroa Bai
Q5149758,Columbia Lions men's basketball
Q1194749,Government of Spain
Q3151953,Dublin Institute for Advanced Studies
Q2660543,Vardan Minasyan
Q6769461,"Mark Roberts (footballer, born 1983)"
Q216523,Motherwell F.C.
Q1530922,"Vladimir Ivanov (footballer, born 1973)"
Q64405573,Reiwa Shinsengumi
Q708694,Gregg Berhalter
Q131364,New York Knicks
Q463124,Sully Sullenberger
Q1232180,University of Granada
Q607,Michael Bloomberg
Q1390093,Helgi Sigurðsson
Q310408,Nedum Onuoha
Q15976266,Dario Nardella
Q1769848,Norwegian Parliamentary Intelligence Oversight Committee
Q55614251,Ibrahim Kamara
Q201653,SoftBank Group
Q4118040,University of Massachusetts Dartmouth
Q82357,Nantou County
Q641373,Gençlerbirliği S.K.
Q7425140,Sasho Angelov
Q20681849,We Citizens (Germany)
Q1003357,France women's national handball team
Q383699,Lieutenant Governor of Maryland
Q7325474,Abang Johari
Q7876052,News Broadcasting
Q1407477,Minister of Foreign Affairs (The Gambia)
Q153006,Free University of Berlin
Q30461,President (government title)
Q9187249,Hou Yu-ih
Q9033391,List of ministers of defence (Peru)
Q750091,Andrea Leadsom
Q438403,Dmitri Kirichenko
Q10278563,Ewandro Stenzowski
Q2252930,Ronald Bandell
Q49763,Christian Social Union in Bavaria
Q945,Togo
Q16967730,Prime Minister of Kurdistan Region
Q23023534,Thein Kyu
Q445654,Patricia de Lille
Q14553301,Marko Nikolić (football manager)
Q113000,K.V. Mechelen
Q20855983,FC Cincinnati
Q1407397,Open University of the Netherlands
Q749759,Chris Leslie
Q280808,Second ladies and gentlemen of the United States
Q3589804,Iran national under-17 football team
Q498478,South Africa national rugby union team
Q431216,Bruce Arena
Q698109,Darko Milanič
Q601819,"Ministry of Housing, Communities and Local Government"
Q4171772,Duke Blue Devils men's basketball
Q1411661,Rede Ferroviária Nacional
Q6163392,Jason Roy
Q48951,Southend United F.C.
Q187972,Iberia (airline)
Q26253,Madeira
Q5058632,Cemal Yıldız
Q1085017,Christoph Grabenwarter
Q1143261,Ministry of Defence (United Kingdom)
Q5440355,Federal Railroad Administration
Q28043093,Catalunya en Comú
Q978581,Nick Swisher
Q1684324,Jay Heaps
Q15144,University of Massachusetts Boston
Q489214,Anchorage Daily News
Q49766,Alliance 90/The Greens
Q3519505,Suresh Raina
Q6869252,Minority leader
Q22951281,Interchange (de Kooning)
Q18159074,Bill Walker (American politician)
Q3817863,Piotr Stokowiec
Q150248,Metacritic
Q16727446,Troy Bell (politician)
Q192923,Sokratis Papastathopoulos
Q3397406,Secretary of State for Health and Social Care
Q3578074,École nationale d'administration publique
Q872440,Robert Ibertsberger
Q214734,Sol Campbell
Q2713491,Spain national under-19 football team
Q7687809,Tata Institute of Fundamental Research Hyderabad
Q5168671,Coppell High School
Q16987920,Bloomberg Philanthropies
Q39055044,Shadow Deputy Prime Minister of the United Kingdom
Q26934816,Alliance of Liberals and Democrats (Romania)
Q57586312,George van Kooten
Q714116,Thorgan Hazard
Q3657098,Valeriu Răchită
Q12139013,Self Reliance (political party)
Q333811,John Swinney
Q48950,Rotherham United F.C.
Q26777551,Land Rover (marque)
Q6848890,Mike Spano
Q165305,Jæren Line
Q82771,Norbert Klein (politician)
Q18316,Farsley Celtic F.C.
Q721064,Nanyang Technological University
Q4867805,Basnahira Cricket Dundee
Q1414708,Democratic Labour Party (Brazil)
Q8072236,Zeina Yazigi
Q16199538,Hart Blanton
Q852211,United States Department of Transportation
Q191264,AZ Alkmaar
Q15994389,Cyprian Broodbank
Q3107272,Monty Panesar
Q812740,Al-Shaab CSC
Q73030804,Abu Ibrahim al-Hashimi al-Qurashi
Q6865982,Minister for Transport (New South Wales)
Q7608938,Stephen Constantine
Q14927262,Mayor of Toronto
Q1061904,Tom Cairney
Q269853,Robert Buckland
Q16858956,Channels TV
Q298133,Rebiya Kadeer
Q444685,Joan Burton
Q5180933,Craig Emerson
Q1033766,Canterbury Rugby Football Union
Q7836757,Treasurer of Queensland
Q539694,Laurențiu Roșu
Q313607,John Galliano
Q17633812,Hirving Lozano
Q500692,University of Bremen
Q6049130,International Centre of Insect Physiology and Ecology
Q566127,Uwe Rösler
Q1411762,Scaled Composites
Q6811888,Melbourne Stars
Q10601,Kenny Jackett
Q24082703,Domènec Torrent
Q16324556,Shadow Chief Secretary to the Treasury
Q20429561,Sepsi OSK Sfântu Gheorghe
Q1530892,Balenciaga
Q16185621,Vait Talgayev
Q406,Istanbul
